cover,title,author,publisher,isbn,timestamp,activity,details,library
https://img1.od-cdn.com/ImageType-100/0116-1/{232C44FE-3442-4DA0-B12C-ABA3E6FF8CDE}IMG100.JPG,Our Own Worst Enemy,Tom Nichols,Oxford University Press,9780197518892,"April 12, 2022 02:00",renew,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0017-1/{7E6745A2-23A0-4196-A749-4A97940E5ED6}Img100.jpg,The Broken Kingdoms,N. K. Jemisin,Orbit,9780316075985,"April 12, 2022 02:00",Returned, 3 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0438-1/{C65DAA94-8A3B-4C3D-A402-B503A2BA6B04}Img100.jpg,The End of Burnout,Jonathan Malesic,University of California Press,9780520975347,"April 09, 2022 14:00",Borrowed, 14 days ,Indiana Digital Library
https://img2.od-cdn.com/ImageType-100/4952-1/{54D48A5A-969A-40B8-81AA-42794FFDF072}Img100.jpg,Automate the Boring Stuff with Python,Al Sweigart,No Starch Press,"","April 09, 2022 13:59",Borrowed, 21 days ,Brooklyn Public Library
https://img3.od-cdn.com/ImageType-100/0017-1/{C3683B4F-BAA9-4B61-9E4D-51C6932C0F88}Img100.jpg,The Kingdom of Gods,N. K. Jemisin,Orbit,9780316076005,"April 05, 2022 02:55",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0017-1/{6AA385ED-BD63-4F4A-88DA-C774ABB1CCE7}Img100.jpg,The Hundred Thousand Kingdoms,N. K. Jemisin,Orbit,9780316075978,"March 25, 2022 05:08",Returned, 4 days  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0017-1/{7E6745A2-23A0-4196-A749-4A97940E5ED6}Img100.jpg,The Broken Kingdoms,N. K. Jemisin,Orbit,9780316075985,"March 25, 2022 02:56",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{232C44FE-3442-4DA0-B12C-ABA3E6FF8CDE}IMG100.JPG,Our Own Worst Enemy,Tom Nichols,Oxford University Press,9780197518892,"March 25, 2022 01:18",renew,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0128-1/{6CA71823-AD05-4D04-A818-DA97090C6169}Img100.jpg,LinkedIn Profile Optimization For Dummies,Donna Serdula,Wiley,9781119651468,"March 24, 2022 02:16",Returned,on due date,Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{CAAAE24C-054B-4CB2-8704-DB58376E8E0A}Img100.jpg,Atlas Alone,Emma Newman,Penguin Publishing Group,9780399587351,"March 20, 2022 21:49",Returned, 10 days  early,Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{CAAAE24C-054B-4CB2-8704-DB58376E8E0A}Img100.jpg,Atlas Alone,Emma Newman,Penguin Publishing Group,9780399587351,"March 10, 2022 15:30",Borrowed, 21 days ,Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{461CB987-9190-4C96-8CCA-040B4A0CFFC3}Img100.jpg,Before Mars,Emma Newman,Penguin Publishing Group,9780399587337,"March 10, 2022 02:25",Returned, 8 days  early,Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{6F0DAB63-EC62-4C75-8043-E7006EB01CDC}Img100.jpg,A War of Gifts,Orson Scott Card,Tor Publishing Group,9781429945882,"March 10, 2022 02:25",Returned, 17 days  early,Brooklyn Public Library
https://img2.od-cdn.com/ImageType-100/0017-1/{6AA385ED-BD63-4F4A-88DA-C774ABB1CCE7}Img100.jpg,The Hundred Thousand Kingdoms,N. K. Jemisin,Orbit,9780316075978,"March 08, 2022 23:19",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{232C44FE-3442-4DA0-B12C-ABA3E6FF8CDE}IMG100.JPG,Our Own Worst Enemy,Tom Nichols,Oxford University Press,9780197518892,"March 06, 2022 23:13",renew,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0128-1/{98F75FCD-726C-48D2-B100-BF7D4906E33D}Img100.jpg,Avoiding Data Pitfalls,Ben Jones,Wiley,9781119278177,"March 06, 2022 23:13",Returned, 3 days  early,Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{6F0DAB63-EC62-4C75-8043-E7006EB01CDC}Img100.jpg,A War of Gifts,Orson Scott Card,Tor Publishing Group,9781429945882,"March 06, 2022 17:29",Borrowed, 21 days ,Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{CAAAE24C-054B-4CB2-8704-DB58376E8E0A}Img100.jpg,Atlas Alone,Emma Newman,Penguin Publishing Group,9780399587351,"March 06, 2022 03:16",Placed on hold,"",Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/0128-1/{6CA71823-AD05-4D04-A818-DA97090C6169}Img100.jpg,LinkedIn Profile Optimization For Dummies,Donna Serdula,Wiley,9781119651468,"March 05, 2022 17:38",Returned,on due date,Indiana Digital Download Center
https://img2.od-cdn.com/ImageType-100/1523-1/{E78D3927-29EE-48A8-845E-BF6CCF7EE9E2}Img100.jpg,After Atlas,Emma Newman,Penguin Publishing Group,9780698404335,"March 04, 2022 23:13",Returned,on due date,Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/0128-1/{6CA71823-AD05-4D04-A818-DA97090C6169}Img100.jpg,LinkedIn Profile Optimization For Dummies,Donna Serdula,Wiley,9781119651468,"March 03, 2022 02:16",Borrowed, 21 days ,Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{461CB987-9190-4C96-8CCA-040B4A0CFFC3}Img100.jpg,Before Mars,Emma Newman,Penguin Publishing Group,9780399587337,"February 25, 2022 05:07",Borrowed, 21 days ,Brooklyn Public Library
https://img3.od-cdn.com/ImageType-100/2390-1/{148A44F4-4C73-400C-8512-C33914C9D4F1}Img100.jpg,Elantris,Brandon Sanderson,Tor Publishing Group,9781429914550,"February 20, 2022 02:02",Returned, 4 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0128-1/{98F75FCD-726C-48D2-B100-BF7D4906E33D}Img100.jpg,Avoiding Data Pitfalls,Ben Jones,Wiley,9781119278177,"February 17, 2022 12:50",renew,"",Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{232C44FE-3442-4DA0-B12C-ABA3E6FF8CDE}IMG100.JPG,Our Own Worst Enemy,Tom Nichols,Oxford University Press,9780197518892,"February 16, 2022 21:55",renew,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/1523-1/{E78D3927-29EE-48A8-845E-BF6CCF7EE9E2}Img100.jpg,After Atlas,Emma Newman,Penguin Publishing Group,9780698404335,"February 11, 2022 23:13",Borrowed, 21 days ,Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{F6407894-4217-482D-934B-626FE4D2E17B}Img100.jpg,No Higher Honor,Condoleezza Rice,Crown,9780307952479,"February 09, 2022 02:30",Returned,on due date,Brooklyn Public Library
https://img3.od-cdn.com/ImageType-100/2390-1/{148A44F4-4C73-400C-8512-C33914C9D4F1}Img100.jpg,Elantris,Brandon Sanderson,Tor Publishing Group,9781429914550,"February 04, 2022 01:11",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/1523-1/{E78D3927-29EE-48A8-845E-BF6CCF7EE9E2}Img100.jpg,After Atlas,Emma Newman,Penguin Publishing Group,9780698404335,"February 03, 2022 14:50",Placed on hold,"",Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{0E1A35C1-00FC-4E4F-8CE1-198B0FE3FCD7}Img100.jpg,Planetfall,Emma Newman,Penguin Publishing Group,9780698404328,"February 03, 2022 14:49",Returned, 14 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0128-1/{98F75FCD-726C-48D2-B100-BF7D4906E33D}Img100.jpg,Avoiding Data Pitfalls,Ben Jones,Wiley,9781119278177,"January 30, 2022 12:23",renew,"",Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{232C44FE-3442-4DA0-B12C-ABA3E6FF8CDE}IMG100.JPG,Our Own Worst Enemy,Tom Nichols,Oxford University Press,9780197518892,"January 29, 2022 18:38",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{232C44FE-3442-4DA0-B12C-ABA3E6FF8CDE}IMG100.JPG,Our Own Worst Enemy,Tom Nichols,Oxford University Press,9780197518892,"January 29, 2022 18:38",Returned, 2 days  early,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/2390-1/{2D2508B4-1833-4579-8EF1-EF360B0921E3}IMG100.JPG,The House in the Cerulean Sea,TJ Klune,Tor Publishing Group,9781250217325,"January 28, 2022 12:26",Returned, 12 days  early,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/1523-1/{0E1A35C1-00FC-4E4F-8CE1-198B0FE3FCD7}Img100.jpg,Planetfall,Emma Newman,Penguin Publishing Group,9780698404328,"January 27, 2022 16:08",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0128-1/{6CA71823-AD05-4D04-A818-DA97090C6169}Img100.jpg,LinkedIn Profile Optimization For Dummies,Donna Serdula,Wiley,9781119651468,"January 25, 2022 14:30",Borrowed, 21 days ,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/2390-1/{2D2508B4-1833-4579-8EF1-EF360B0921E3}IMG100.JPG,The House in the Cerulean Sea,TJ Klune,Tor Publishing Group,9781250217325,"January 20, 2022 03:36",Borrowed, 21 days ,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/0111-1/{F6407894-4217-482D-934B-626FE4D2E17B}Img100.jpg,No Higher Honor,Condoleezza Rice,Crown,9780307952479,"January 19, 2022 02:30",renew,"",Brooklyn Public Library
https://img3.od-cdn.com/ImageType-100/0128-1/{98F75FCD-726C-48D2-B100-BF7D4906E33D}Img100.jpg,Avoiding Data Pitfalls,Ben Jones,Wiley,9781119278177,"January 12, 2022 02:05",Borrowed, 21 days ,Brooklyn Public Library
https://img3.od-cdn.com/ImageType-100/2390-1/{A40BF147-7929-47E8-AC27-1A385B36D2EC}IMG100.JPG,Rhythm of War,Brandon Sanderson,Tor Publishing Group,9781429952040,"January 11, 2022 12:59",Returned, 5 days  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{845F68EA-BB61-4D13-A877-55009C7CCE8E}Img100.jpg,American War,Omar El Akkad,Knopf Doubleday Publishing Group,9780451493590,"January 11, 2022 12:59",Returned, 13 days  early,Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{232C44FE-3442-4DA0-B12C-ABA3E6FF8CDE}IMG100.JPG,Our Own Worst Enemy,Tom Nichols,Oxford University Press,9780197518892,"January 11, 2022 12:59",Returned, 5 days  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{232C44FE-3442-4DA0-B12C-ABA3E6FF8CDE}IMG100.JPG,Our Own Worst Enemy,Tom Nichols,Oxford University Press,9780197518892,"January 11, 2022 03:18",Borrowed, 21 days ,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/0111-1/{845F68EA-BB61-4D13-A877-55009C7CCE8E}Img100.jpg,American War,Omar El Akkad,Knopf Doubleday Publishing Group,9780451493590,"January 04, 2022 01:13",Borrowed, 21 days ,Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{F6407894-4217-482D-934B-626FE4D2E17B}Img100.jpg,No Higher Honor,Condoleezza Rice,Crown,9780307952479,"December 30, 2021 23:30",Borrowed, 21 days ,Brooklyn Public Library
https://img1.od-cdn.com/ImageType-100/2183-1/{2FEE52C9-5CDE-4E97-B887-FB64C7836CB6}Img100.jpg,The Power Worshippers,Katherine Stewart,Bloomsbury Publishing,9781635573459,"December 12, 2021 20:19",Returned, 7 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/2390-1/{A40BF147-7929-47E8-AC27-1A385B36D2EC}IMG100.JPG,Rhythm of War,Brandon Sanderson,Tor Publishing Group,9781429952040,"December 08, 2021 12:01",renew,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{232C44FE-3442-4DA0-B12C-ABA3E6FF8CDE}IMG100.JPG,Our Own Worst Enemy,Tom Nichols,Oxford University Press,9780197518892,"December 08, 2021 12:01",renew,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/2390-1/{A40BF147-7929-47E8-AC27-1A385B36D2EC}IMG100.JPG,Rhythm of War,Brandon Sanderson,Tor Publishing Group,9781429952040,"November 20, 2021 05:34",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{232C44FE-3442-4DA0-B12C-ABA3E6FF8CDE}IMG100.JPG,Our Own Worst Enemy,Tom Nichols,Oxford University Press,9780197518892,"November 20, 2021 05:34",renew,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/4051-1/{D2E2C7B3-251E-4F39-818E-B6E752139DD1}Img100.jpg,Dawnshard,Brandon Sanderson,"Dragonsteel, LLC",9781938570261,"November 20, 2021 05:34",Returned, 10 days  early,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/2390-1/{2D34C266-F7FA-400D-A905-9169462E091F}IMG100.JPG,Oathbringer,Brandon Sanderson,Tor Publishing Group,9780765399830,"November 12, 2021 03:36",Returned,on due date,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2183-1/{2FEE52C9-5CDE-4E97-B887-FB64C7836CB6}Img100.jpg,The Power Worshippers,Katherine Stewart,Bloomsbury Publishing,9781635573459,"November 11, 2021 13:22",renew,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/4051-1/{D2E2C7B3-251E-4F39-818E-B6E752139DD1}Img100.jpg,Dawnshard,Brandon Sanderson,"Dragonsteel, LLC",9781938570261,"November 10, 2021 03:57",Borrowed, 21 days ,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/0116-1/{232C44FE-3442-4DA0-B12C-ABA3E6FF8CDE}IMG100.JPG,Our Own Worst Enemy,Tom Nichols,Oxford University Press,9780197518892,"November 02, 2021 03:04",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2183-1/{2FEE52C9-5CDE-4E97-B887-FB64C7836CB6}Img100.jpg,The Power Worshippers,Katherine Stewart,Bloomsbury Publishing,9781635573459,"October 23, 2021 17:27",Borrowed, 21 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/2390-1/{2D34C266-F7FA-400D-A905-9169462E091F}IMG100.JPG,Oathbringer,Brandon Sanderson,Tor Publishing Group,9780765399830,"October 22, 2021 03:36",renew,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{232C44FE-3442-4DA0-B12C-ABA3E6FF8CDE}IMG100.JPG,Our Own Worst Enemy,Tom Nichols,Oxford University Press,9780197518892,"October 13, 2021 22:33",Placed on hold,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0017-1/{E14009CC-50FE-4AF7-A139-68711C29B6CE}Img100.jpg,So Good They Can't Ignore You,Cal Newport,Grand Central Publishing,9781455509102,"October 13, 2021 22:32",Returned, 17 days  early,Indiana Digital Download Center
https://img2.od-cdn.com/ImageType-100/0017-1/{E14009CC-50FE-4AF7-A139-68711C29B6CE}Img100.jpg,So Good They Can't Ignore You,Cal Newport,Grand Central Publishing,9781455509102,"October 10, 2021 00:25",Borrowed, 21 days ,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/2390-1/{018A5C77-9622-4B75-87DA-66096A11B18A}Img100.jpg,Edgedancer,Brandon Sanderson,Tor Publishing Group,"","October 09, 2021 23:53",Returned, 9 days  early,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/4051-1/{8514461E-7515-4237-A056-6C5016D761B4}Img100.jpg,Mistborn: Secret History,Brandon Sanderson,"Dragonsteel, LLC",9781938570124,"October 08, 2021 02:53",Returned,on due date,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"October 08, 2021 02:52",Returned,on due date,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/2390-1/{2D34C266-F7FA-400D-A905-9169462E091F}IMG100.JPG,Oathbringer,Brandon Sanderson,Tor Publishing Group,9780765399830,"October 04, 2021 02:55",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{018A5C77-9622-4B75-87DA-66096A11B18A}Img100.jpg,Edgedancer,Brandon Sanderson,Tor Publishing Group,"","September 28, 2021 02:04",Borrowed, 21 days ,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/2390-1/{C2202807-F550-4F78-A6B2-A921A8A99D5E}Img100.jpg,Words of Radiance,Brandon Sanderson,Tor Publishing Group,9781429949620,"September 27, 2021 19:34",Returned,on due date,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/4051-1/{8514461E-7515-4237-A056-6C5016D761B4}Img100.jpg,Mistborn: Secret History,Brandon Sanderson,"Dragonsteel, LLC",9781938570124,"September 17, 2021 02:53",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"September 17, 2021 02:52",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"September 16, 2021 01:54",Returned,on due date,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"September 13, 2021 03:14",Placed on hold,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0439-1/{691270A4-7910-4AD7-8E00-4A961A20F73A}IMG100.JPG,American Fascists,Chris Hedges,Free Press,9780743293792,"September 12, 2021 12:19",Returned,on due date,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{C2202807-F550-4F78-A6B2-A921A8A99D5E}Img100.jpg,Words of Radiance,Brandon Sanderson,Tor Publishing Group,9781429949620,"September 06, 2021 19:34",renew,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/4051-1/{8514461E-7515-4237-A056-6C5016D761B4}Img100.jpg,Mistborn: Secret History,Brandon Sanderson,"Dragonsteel, LLC",9781938570124,"September 06, 2021 02:55",Hold expired,"",Indiana Digital Download Center
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"August 26, 2021 01:54",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"August 26, 2021 00:50",Returned,on due date,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"August 24, 2021 02:15",Placed on hold,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0439-1/{691270A4-7910-4AD7-8E00-4A961A20F73A}IMG100.JPG,American Fascists,Chris Hedges,Free Press,9780743293792,"August 22, 2021 12:19",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{C2202807-F550-4F78-A6B2-A921A8A99D5E}Img100.jpg,Words of Radiance,Brandon Sanderson,Tor Publishing Group,9781429949620,"August 19, 2021 15:27",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{9BEC97A3-838D-4058-9D70-2E4C23FBDBB2}IMG100.JPG,The Way of Kings,Brandon Sanderson,Tor Publishing Group,9781429992800,"August 19, 2021 15:27",Returned, 1 day  early,Indiana Digital Download Center
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"August 05, 2021 00:50",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"August 05, 2021 00:09",Returned,on due date,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"August 02, 2021 13:40",Placed on hold,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{9BEC97A3-838D-4058-9D70-2E4C23FBDBB2}IMG100.JPG,The Way of Kings,Brandon Sanderson,Tor Publishing Group,9781429992800,"July 31, 2021 13:48",Returned, 10 days  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{9BEC97A3-838D-4058-9D70-2E4C23FBDBB2}IMG100.JPG,The Way of Kings,Brandon Sanderson,Tor Publishing Group,9781429992800,"July 31, 2021 00:47",Borrowed, 21 days ,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/2390-1/{63B45CC6-F93F-4254-8FBB-BF333BAFCAE8}IMG100.JPG,The Alloy of Law,Brandon Sanderson,Tor Publishing Group,9781429994897,"July 26, 2021 03:53",Returned,on due date,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/4051-1/{8514461E-7515-4237-A056-6C5016D761B4}Img100.jpg,Mistborn: Secret History,Brandon Sanderson,"Dragonsteel, LLC",9781938570124,"July 24, 2021 01:02",Placed on hold,"",Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/2390-1/{9BEC97A3-838D-4058-9D70-2E4C23FBDBB2}IMG100.JPG,The Way of Kings,Brandon Sanderson,Tor Publishing Group,9781429992800,"July 20, 2021 22:37",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{722EE967-2053-43A8-8222-B311B238146E}Img100.jpg,The Hero of Ages,Brandon Sanderson,Macmillan Audio,9781427206398,"July 14, 2021 03:32",Returned,on due date,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/2390-1/{63B45CC6-F93F-4254-8FBB-BF333BAFCAE8}IMG100.JPG,The Alloy of Law,Brandon Sanderson,Tor Publishing Group,9781429994897,"July 05, 2021 03:53",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{722EE967-2053-43A8-8222-B311B238146E}Img100.jpg,The Hero of Ages,Brandon Sanderson,Macmillan Audio,9781427206398,"June 30, 2021 03:32",renew,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"June 23, 2021 23:56",Borrowed, 21 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"June 23, 2021 23:42",Returned,on due date,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{5524754D-4AA3-4C13-A1C1-D9BB8D8D2C66}Img100.jpg,How the South Won the Civil War,Heather Cox Richardson,Oxford University Press,9780190900922,"June 23, 2021 22:43",Returned, 20 days  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{5524754D-4AA3-4C13-A1C1-D9BB8D8D2C66}Img100.jpg,How the South Won the Civil War,Heather Cox Richardson,Oxford University Press,9780190900922,"June 23, 2021 22:42",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0116-1/{5524754D-4AA3-4C13-A1C1-D9BB8D8D2C66}Img100.jpg,How the South Won the Civil War,Heather Cox Richardson,Oxford University Press,9780190900922,"June 23, 2021 22:42",Returned, 20 days  early,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/0116-1/{5524754D-4AA3-4C13-A1C1-D9BB8D8D2C66}Img100.jpg,How the South Won the Civil War,Heather Cox Richardson,Oxford University Press,9780190900922,"June 23, 2021 17:58",Borrowed, 21 days ,Indiana Digital Download Center
https://img3.od-cdn.com/ImageType-100/1493-1/{A6D902FD-0902-4073-BBC7-52180BFC50F2}Img100.jpg,Gilead,Marilynne Robinson,Macmillan Audio,9781593978365,"June 21, 2021 14:39",Returned, 9 days  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"June 21, 2021 14:39",Placed on hold,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/2390-1/{F88A67D1-021B-487F-B2BA-E78EBDF2BAE8}IMG100.JPG,The Well of Ascension,Brandon Sanderson,Tor Publishing Group,9781429961813,"June 20, 2021 00:22",Returned, 4 days  early,Indiana Digital Download Center
https://img1.od-cdn.com/ImageType-100/1493-1/{722EE967-2053-43A8-8222-B311B238146E}Img100.jpg,The Hero of Ages,Brandon Sanderson,Macmillan Audio,9781427206398,"June 19, 2021 02:59",Borrowed, 14 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/1493-1/{A6D902FD-0902-4073-BBC7-52180BFC50F2}Img100.jpg,Gilead,Marilynne Robinson,Macmillan Audio,9781593978365,"June 17, 2021 14:16",Borrowed, 14 days ,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/2390-1/{2F7BA779-BF14-4B63-B0DD-03313C57604F}IMG100.JPG,The Final Empire,Brandon Sanderson,Tor Publishing Group,9781429914567,"June 06, 2021 12:25",Returned, 15 days  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/2390-1/{F88A67D1-021B-487F-B2BA-E78EBDF2BAE8}IMG100.JPG,The Well of Ascension,Brandon Sanderson,Tor Publishing Group,9781429961813,"June 03, 2021 03:19",Borrowed, 21 days ,Indiana Digital Download Center
https://img2.od-cdn.com/ImageType-100/0293-1/{CDCC664E-2C84-4CA8-9DCD-C10446C567C6}Img100.jpg,What Matters Most,Chanel Reynolds,HarperCollins,9780062689450,"June 02, 2021 23:42",Borrowed, 21 days ,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0017-1/{E6ACE30D-DEF0-4862-8B88-0499E9DF3471}IMG100.JPG,Steal Like an Artist,Austin Kleon,Workman Publishing Company,9780761171256,"June 02, 2021 14:24",Returned, 6 days  early,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/2390-1/{2F7BA779-BF14-4B63-B0DD-03313C57604F}IMG100.JPG,The Final Empire,Brandon Sanderson,Tor Publishing Group,9781429914567,"June 01, 2021 02:54",renew,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0017-1/{FE5AF618-CA71-4D58-9F2E-64C21A7DA5F5}IMG100.JPG,Show Your Work!,Austin Kleon,Workman Publishing Company,9780761181361,"May 19, 2021 02:47",Returned, 20 days  early,Indiana Digital Download Center
